time,posterior_mean
1.0,1.375701904296875
2.0,1.34596586227417
3.0,1.340682864189148
4.0,1.340969204902649
5.0,1.341873049736023
6.0,1.3431047201156616
7.0,1.3458647727966309
8.0,1.348318338394165
9.0,1.3503222465515137
10.0,1.3519123792648315
11.0,1.3531383275985718
12.0,1.354068636894226
13.0,1.3547626733779907
14.0,1.3552768230438232
15.0,1.35565185546875
16.0,1.3559261560440063
17.0,1.3561232089996338
18.0,1.3562663793563843
19.0,1.3563697338104248
20.0,1.3564438819885254
21.0,1.3564963340759277
22.0,1.3565349578857422
23.0,1.356561303138733
24.0,1.3565809726715088
25.0,1.3565956354141235
26.0,1.356605052947998
27.0,1.3566128015518188
28.0,1.3566179275512695
29.0,1.356621503829956
30.0,1.356623649597168
31.0,1.356626033782959
32.0,1.3566274642944336
33.0,1.3566277027130127
34.0,1.356628656387329
35.0,1.3566299676895142
36.0,1.356629490852356
37.0,1.3566303253173828
38.0,1.3566302061080933
39.0,1.356630802154541
40.0,1.3566310405731201
41.0,1.3566311597824097
42.0,1.3566312789916992
43.0,1.3566303253173828
44.0,1.3566303253173828
45.0,1.3566303253173828
46.0,1.3566303253173828
47.0,1.3566306829452515
48.0,1.356630802154541
49.0,1.356630802154541
50.0,1.356630802154541
51.0,1.356630802154541
52.0,1.356630802154541
53.0,1.356630802154541
54.0,1.356630802154541
55.0,1.356630802154541
56.0,1.356630802154541
57.0,1.356630802154541
58.0,1.356630802154541
59.0,1.356630802154541
60.0,1.356630802154541
61.0,1.356630802154541
62.0,1.356630802154541
63.0,1.356630802154541
64.0,1.356630802154541
65.0,1.356630802154541
66.0,1.356630802154541
67.0,1.356630802154541
68.0,1.356630802154541
69.0,1.356630802154541
70.0,1.356630802154541
71.0,1.356630802154541
72.0,1.356630802154541
73.0,1.356630802154541
74.0,1.356630802154541
75.0,1.356630802154541
76.0,1.356630802154541
77.0,1.356630802154541
78.0,1.356630802154541
79.0,1.356630802154541
80.0,1.356630802154541
81.0,1.3528016805648804
82.0,1.3490592241287231
83.0,1.34539794921875
84.0,1.3418163061141968
85.0,1.3383103609085083
86.0,1.3348779678344727
87.0,1.3315143585205078
88.0,1.3282206058502197
89.0,1.3249956369400024
90.0,1.3218392133712769
91.0,1.3187512159347534
92.0,1.3157318830490112
93.0,1.312784194946289
94.0,1.3099079132080078
95.0,1.307100534439087
96.0,1.3043614625930786
97.0,1.3016839027404785
98.0,1.2990597486495972
99.0,1.2964894771575928
100.0,1.2939691543579102
101.0,1.2914930582046509
102.0,1.289061427116394
103.0,1.2866710424423218
104.0,1.2843190431594849
105.0,1.2820061445236206
106.0,1.2797315120697021
107.0,1.2774935960769653
108.0,1.2752878665924072
109.0,1.2731130123138428
110.0,1.2709683179855347
111.0,1.2688562870025635
112.0,1.2667752504348755
113.0,1.2647241353988647
114.0,1.2627038955688477
115.0,1.2607126235961914
116.0,1.2587519884109497
117.0,1.2568198442459106
118.0,1.254917860031128
119.0,1.2530467510223389
120.0,1.2512023448944092
121.0,1.249387502670288
122.0,1.2476019859313965
123.0,1.2458447217941284
124.0,1.244117259979248
125.0,1.242418646812439
126.0,1.2407461404800415
127.0,1.239098310470581
128.0,1.237474799156189
129.0,1.2358769178390503
130.0,1.2343024015426636
131.0,1.232751488685608
132.0,1.2312235832214355
133.0,1.2297172546386719
134.0,1.228232741355896
135.0,1.2267698049545288
136.0,1.2253265380859375
137.0,1.223903775215149
138.0,1.2225021123886108
139.0,1.2211190462112427
140.0,1.2197555303573608
141.0,1.2184113264083862
142.0,1.2170854806900024
143.0,1.2157806158065796
144.0,1.2144938707351685
145.0,1.2132270336151123
146.0,1.2119792699813843
147.0,1.2107503414154053
148.0,1.2095400094985962
149.0,1.208349585533142
150.0,1.207175612449646
151.0,1.2060198783874512
152.0,1.2048813104629517
153.0,1.2037609815597534
154.0,1.2026563882827759
155.0,1.2015681266784668
156.0,1.200495719909668
157.0,1.1994389295578003
158.0,1.1983977556228638
159.0,1.1973727941513062
160.0,1.1963622570037842
161.0,1.1953669786453247
162.0,1.194386601448059
163.0,1.1934212446212769
164.0,1.1924703121185303
165.0,1.1915339231491089
166.0,1.190611481666565
167.0,1.1897029876708984
168.0,1.188807725906372
169.0,1.1879267692565918
170.0,1.1870571374893188
171.0,1.186202883720398
172.0,1.1853597164154053
173.0,1.1845303773880005
174.0,1.1837129592895508
175.0,1.1829088926315308
176.0,1.1821166276931763
177.0,1.1813353300094604
