time,posterior_mean
1.0,2.00199294090271
2.0,1.9932444095611572
3.0,1.9880419969558716
4.0,1.9848676919937134
5.0,1.9823081493377686
6.0,1.9803251028060913
7.0,1.9787956476211548
8.0,1.977657675743103
9.0,1.9768264293670654
10.0,1.9762202501296997
11.0,1.9757797718048096
12.0,1.9754607677459717
13.0,1.9752304553985596
14.0,1.975063443183899
15.0,1.9749436378479004
16.0,1.9748573303222656
17.0,1.974795937538147
18.0,1.974751353263855
19.0,1.9747196435928345
20.0,1.9746967554092407
21.0,1.9746806621551514
22.0,1.9746687412261963
23.0,1.9746607542037964
24.0,1.9746545553207397
25.0,1.9746501445770264
26.0,1.9746471643447876
27.0,1.9746451377868652
28.0,1.974643588066101
29.0,1.974642276763916
30.0,1.9746415615081787
31.0,1.97464120388031
32.0,1.9746406078338623
33.0,1.9746403694152832
34.0,1.9746400117874146
35.0,1.9746397733688354
36.0,1.974639654159546
37.0,1.974639654159546
38.0,1.974639654159546
39.0,1.974639654159546
40.0,1.9746395349502563
41.0,1.9746394157409668
42.0,1.9746394157409668
43.0,1.9746394157409668
44.0,1.9746394157409668
45.0,1.9746394157409668
46.0,1.9746394157409668
47.0,1.9746395349502563
48.0,1.9746395349502563
49.0,1.9746395349502563
50.0,1.9746395349502563
51.0,1.9746395349502563
52.0,1.9746395349502563
53.0,1.9746395349502563
54.0,1.9746395349502563
55.0,1.9746395349502563
56.0,1.9746395349502563
57.0,1.9746395349502563
58.0,1.9746395349502563
59.0,1.9746395349502563
60.0,1.9746395349502563
61.0,1.9746395349502563
62.0,1.9746395349502563
63.0,1.9746395349502563
64.0,1.9746395349502563
65.0,1.9746395349502563
66.0,1.9746395349502563
67.0,1.9746395349502563
68.0,1.9746395349502563
69.0,1.9746395349502563
70.0,1.9746395349502563
71.0,1.9746395349502563
72.0,1.9746395349502563
73.0,1.9746395349502563
74.0,1.9746395349502563
75.0,1.9746395349502563
76.0,1.9746395349502563
77.0,1.9746395349502563
78.0,1.9746395349502563
79.0,1.9746395349502563
80.0,1.9746395349502563
81.0,1.968816876411438
82.0,1.963088035583496
83.0,1.9574517011642456
84.0,1.9519031047821045
85.0,1.9464397430419922
86.0,1.94105863571167
87.0,1.9357590675354004
88.0,1.930541753768921
89.0,1.9254052639007568
90.0,1.9203474521636963
91.0,1.9153664112091064
92.0,1.9104605913162231
93.0,1.9056282043457031
94.0,1.9008675813674927
95.0,1.896180272102356
96.0,1.8915661573410034
97.0,1.8870265483856201
98.0,1.8825633525848389
99.0,1.8781768083572388
100.0,1.873867154121399
101.0,1.8696351051330566
102.0,1.8654812574386597
103.0,1.8614007234573364
104.0,1.8573896884918213
105.0,1.8534462451934814
106.0,1.8495655059814453
107.0,1.8457443714141846
108.0,1.8419814109802246
109.0,1.8382734060287476
110.0,1.8346186876296997
111.0,1.8310174942016602
112.0,1.8274669647216797
113.0,1.8239665031433105
114.0,1.8205150365829468
115.0,1.8171130418777466
116.0,1.8137603998184204
117.0,1.8104569911956787
118.0,1.8072015047073364
119.0,1.8039931058883667
120.0,1.8008311986923218
121.0,1.797715663909912
122.0,1.7946457862854004
123.0,1.7916210889816284
124.0,1.788641333580017
125.0,1.7857043743133545
126.0,1.7828106880187988
127.0,1.7799590826034546
128.0,1.777148962020874
129.0,1.7743797302246094
130.0,1.771651268005371
131.0,1.7689626216888428
132.0,1.7663133144378662
133.0,1.7637029886245728
134.0,1.761130928993225
135.0,1.758596658706665
136.0,1.7560993432998657
137.0,1.7536386251449585
138.0,1.7512145042419434
139.0,1.7488254308700562
140.0,1.746471643447876
141.0,1.744152307510376
142.0,1.7418665885925293
143.0,1.7396142482757568
144.0,1.7373945713043213
145.0,1.7352064847946167
146.0,1.7330503463745117
147.0,1.7309256792068481
148.0,1.7288317680358887
149.0,1.7267680168151855
150.0,1.7247341871261597
151.0,1.7227295637130737
152.0,1.720753788948059
153.0,1.7188063859939575
154.0,1.7168868780136108
155.0,1.7149947881698608
156.0,1.7131291627883911
157.0,1.7112900018692017
158.0,1.7094770669937134
159.0,1.7076891660690308
160.0,1.7059261798858643
161.0,1.7041879892349243
162.0,1.7024741172790527
163.0,1.70078444480896
164.0,1.6991183757781982
165.0,1.6974761486053467
166.0,1.6958566904067993
167.0,1.6942604780197144
168.0,1.6926867961883545
169.0,1.6911355257034302
170.0,1.6896060705184937
171.0,1.6880980730056763
172.0,1.686611533164978
173.0,1.6851457357406616
174.0,1.683700680732727
175.0,1.6822757720947266
176.0,1.6808706521987915
177.0,1.6794853210449219
178.0,1.678119421005249
179.0,1.676773190498352
180.0,1.6754456758499146
181.0,1.6741368770599365
182.0,1.6728461980819702
183.0,1.671573519706726
184.0,1.6703187227249146
185.0,1.6690813302993774
186.0,1.6678614616394043
187.0,1.6666584014892578
188.0,1.665472149848938
189.0,1.6643022298812866
190.0,1.6631492376327515
191.0,1.661313772201538
192.0,1.6595253944396973
193.0,1.6578229665756226
194.0,1.6561979055404663
195.0,1.6546247005462646
196.0,1.653089165687561
197.0,1.6515735387802124
198.0,1.6500705480575562
199.0,1.6486150026321411
200.0,1.6472678184509277
201.0,1.6461119651794434
202.0,1.6451767683029175
203.0,1.6444495916366577
204.0,1.6438782215118408
