time,posterior_mean
1.0,1.1401108503341675
2.0,1.164018988609314
3.0,1.1680413484573364
4.0,1.1679449081420898
5.0,1.167427659034729
6.0,1.1665769815444946
7.0,1.1643059253692627
8.0,1.162251591682434
9.0,1.1605582237243652
10.0,1.1592063903808594
11.0,1.1581600904464722
12.0,1.1573643684387207
13.0,1.15677011013031
14.0,1.1563293933868408
15.0,1.1560078859329224
16.0,1.1557726860046387
17.0,1.1556036472320557
18.0,1.1554806232452393
19.0,1.1553919315338135
20.0,1.155328392982483
21.0,1.1552833318710327
22.0,1.155250072479248
23.0,1.155227541923523
24.0,1.1552107334136963
25.0,1.155198097229004
26.0,1.1551899909973145
27.0,1.1551833152770996
28.0,1.1551789045333862
29.0,1.155175805091858
30.0,1.155173897743225
31.0,1.1551719903945923
32.0,1.1551707983016968
33.0,1.1551704406738281
34.0,1.1551696062088013
35.0,1.1551684141159058
36.0,1.1551687717437744
37.0,1.1551681756973267
38.0,1.1551682949066162
39.0,1.1551679372787476
40.0,1.1551676988601685
41.0,1.155167579650879
42.0,1.155167579650879
43.0,1.1551681756973267
44.0,1.1551681756973267
45.0,1.1551681756973267
46.0,1.1551681756973267
47.0,1.155168056488037
48.0,1.1551679372787476
49.0,1.1551679372787476
50.0,1.1551679372787476
51.0,1.1551679372787476
52.0,1.1551679372787476
53.0,1.1551679372787476
54.0,1.1551679372787476
55.0,1.1551679372787476
56.0,1.1551679372787476
57.0,1.1551679372787476
58.0,1.1551679372787476
59.0,1.1551679372787476
60.0,1.1551679372787476
61.0,1.1551679372787476
62.0,1.1551679372787476
63.0,1.1551679372787476
64.0,1.1551679372787476
65.0,1.1551679372787476
66.0,1.1551679372787476
67.0,1.1551679372787476
68.0,1.1551679372787476
69.0,1.1551679372787476
70.0,1.1551679372787476
71.0,1.1551679372787476
72.0,1.1551679372787476
73.0,1.1551679372787476
74.0,1.1551679372787476
75.0,1.1551679372787476
76.0,1.1551679372787476
77.0,1.1551679372787476
78.0,1.1551679372787476
79.0,1.1551679372787476
80.0,1.1551679372787476
81.0,1.1549997329711914
82.0,1.1548168659210205
83.0,1.154622197151184
84.0,1.1544166803359985
85.0,1.1542036533355713
86.0,1.1539838314056396
87.0,1.1537607908248901
88.0,1.153531551361084
89.0,1.1532961130142212
90.0,1.1530545949935913
91.0,1.1528059244155884
92.0,1.1525501012802124
93.0,1.152282953262329
94.0,1.1520048379898071
95.0,1.15171480178833
96.0,1.1514124870300293
97.0,1.1511012315750122
98.0,1.1507877111434937
99.0,1.1504693031311035
100.0,1.1501493453979492
101.0,1.1498298645019531
102.0,1.1495099067687988
103.0,1.1491894721984863
104.0,1.1488715410232544
105.0,1.1485538482666016
106.0,1.148236870765686
107.0,1.147921085357666
108.0,1.1476095914840698
109.0,1.1473034620285034
110.0,1.1470028162002563
111.0,1.1467039585113525
112.0,1.1464084386825562
113.0,1.1461164951324463
114.0,1.145827054977417
115.0,1.145542025566101
116.0,1.1452586650848389
117.0,1.144979476928711
118.0,1.1447021961212158
119.0,1.144425868988037
120.0,1.1441535949707031
121.0,1.1438828706741333
122.0,1.1436127424240112
123.0,1.143344521522522
124.0,1.1430754661560059
125.0,1.1428067684173584
126.0,1.1425402164459229
127.0,1.1422768831253052
128.0,1.1420161724090576
129.0,1.1417574882507324
130.0,1.1415011882781982
131.0,1.1412482261657715
132.0,1.140997290611267
133.0,1.140749216079712
134.0,1.1405041217803955
135.0,1.1402617692947388
136.0,1.140023112297058
137.0,1.139787197113037
138.0,1.1395535469055176
139.0,1.1393240690231323
140.0,1.1390976905822754
141.0,1.1388736963272095
142.0,1.1386531591415405
