======================================================================
TABLE: Empirical posterior histogram data
======================================================================

valid_time_step_index   | time   | time_unit   | parameter                         | parameter_id                      | unit    | bin_left             | bin_right            | density                 | count   | posterior_mean      
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 1.874582052230835    | 1.8856704235076904   | 1.8938759783263095      | 21      | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 1.8856704235076904   | 1.8967589139938354   | 1.6233048152488254      | 18      | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 1.8967589139938354   | 1.907847285270691    | 2.615352541498237       | 29      | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 1.907847285270691    | 1.9189356565475464   | 4.148490238238582       | 46      | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 1.9189356565475464   | 1.9300240278244019   | 3.8779365270491097      | 43      | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 1.9300240278244019   | 1.9411123991012573   | 5.681627934978929       | 63      | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 1.9411123991012573   | 1.9522008895874023   | 5.95211765591236        | 66      | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 1.9522008895874023   | 1.9632892608642578   | 7.485319342908747       | 83      | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 1.9632892608642578   | 1.9743776321411133   | 5.320889653392965       | 59      | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 1.9743776321411133   | 1.9854660034179688   | 6.85402735013331        | 76      | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 1.9854660034179688   | 1.9965543746948242   | 7.304950202115765       | 81      | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 1.9965543746948242   | 2.0076427459716797   | 7.665688483701729       | 85      | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 2.0076427459716797   | 2.018731117248535    | 5.7718125053754195      | 64      | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 2.018731117248535    | 2.0298194885253906   | 6.042366216564892       | 67      | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 2.0298194885253906   | 2.040907859802246    | 4.689597660617528       | 52      | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 2.040907859802246    | 2.0519962310791016   | 3.1564599638771824      | 35      | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 2.0519962310791016   | 2.063084840774536    | 2.615296308241416       | 29      | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 2.063084840774536    | 2.0741732120513916   | 1.5331376967403458      | 17      | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 2.0741732120513916   | 2.085261583328247    | 0.9920302743614002      | 11      | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 2.085261583328247    | 2.0963499546051025   | 0.5411074223789456      | 6       | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 2.0963499546051025   | 2.107438325881958    | 0.2705537111894728      | 3       | 1.9746394157409668  
40                      | 41.0   |             | Anode inlet pressure              | anode_inlet_pressure              | atm     | 2.107438325881958    | 2.1185266971588135   | 0.18036914079298186     | 2       | 1.9746394157409668  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.3667125701904297   | 1.3860207796096802   | 0.10358288826048877     | 2       | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.3860207796096802   | 1.4053291082382202   | 0.1553733654380441      | 3       | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.4053291082382202   | 1.4246373176574707   | 0.0                     | 0       | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.4246373176574707   | 1.4439456462860107   | 0.10358224362536272     | 2       | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.4439456462860107   | 1.4632538557052612   | 0.31074866478146634     | 6       | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.4632538557052612   | 1.4825621843338013   | 0.10358224362536272     | 2       | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.4825621843338013   | 1.5018703937530518   | 0.3625401089117107      | 7       | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.5018703937530518   | 1.5211786031723022   | 0.7768716619536657      | 15      | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.5211786031723022   | 1.5404869318008423   | 0.8286579490029018      | 16      | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.5404869318008423   | 1.5597951412200928   | 1.7091176562980648      | 33      | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.5597951412200928   | 1.5791034698486328   | 1.6573158980058036      | 32      | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.5791034698486328   | 1.5984116792678833   | 2.6931550947727083      | 52      | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.5984116792678833   | 1.6177200078964233   | 2.537764968821387       | 49      | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.6177200078964233   | 1.6370282173156738   | 3.3664438684658853      | 65      | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.6370282173156738   | 1.6563365459442139   | 3.6771696487003767      | 71      | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.6563365459442139   | 1.6756447553634644   | 4.039732642159062       | 78      | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.6756447553634644   | 1.6949529647827148   | 3.7807754215078404      | 73      | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.6949529647827148   | 1.7142612934112549   | 3.9361252577637833      | 76      | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.7142612934112549   | 1.7335695028305054   | 3.573609644986863       | 69      | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.7335695028305054   | 1.7528778314590454   | 3.314631796011607       | 64      | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.7528778314590454   | 1.772186040878296    | 4.24689841868004        | 82      | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.772186040878296    | 1.791494369506836    | 2.641347212446749       | 51      | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.791494369506836    | 1.8108025789260864   | 2.278823541730753       | 44      | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.8108025789260864   | 1.830110788345337    | 2.4859893182517308      | 48      | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.830110788345337    | 1.849419116973877    | 1.2429869235043527      | 24      | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.849419116973877    | 1.8687273263931274   | 0.9322459943443989      | 18      | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.8687273263931274   | 1.8880356550216675   | 0.46612009631413226     | 9       | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.8880356550216675   | 1.907343864440918    | 0.20716577652097753     | 4       | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.907343864440918    | 1.926652193069458    | 0.1553733654380441      | 3       | 1.6911895275115967  
40                      | 41.0   |             | Cathode inlet pressure            | cathode_inlet_pressure            | atm     | 1.926652193069458    | 1.9459604024887085   | 0.10358288826048877     | 2       | 1.6911895275115967  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.2774945497512817   | 1.288169503211975    | 0.28103167016572117     | 3       | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.288169503211975    | 1.2988444566726685   | 1.779867244382901       | 19      | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.2988444566726685   | 1.3095192909240723   | 4.40287866706869        | 47      | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.3095192909240723   | 1.3201942443847656   | 6.3700511904230135      | 68      | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.3201942443847656   | 1.330869197845459    | 8.149918434805913       | 87      | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.330869197845459    | 1.3415441513061523   | 10.866557913074551      | 116     | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.3415441513061523   | 1.3522191047668457   | 10.02346290257739       | 107     | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.3522191047668457   | 1.362894058227539    | 14.05158350828606       | 150     | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.362894058227539    | 1.3735690116882324   | 11.241266806628847      | 120     | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.3735690116882324   | 1.3842438459396362   | 8.71207906462528        | 93      | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.3842438459396362   | 1.3949187994003296   | 7.30682342430875        | 78      | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.3949187994003296   | 1.405593752861023    | 4.215475052485818       | 45      | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.405593752861023    | 1.4162687063217163   | 3.091348371822933       | 33      | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.4162687063217163   | 1.4269436597824097   | 1.2178039040514583      | 13      | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.4269436597824097   | 1.4376184940338135   | 1.0304609646330978      | 11      | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.4376184940338135   | 1.4482934474945068   | 0.37470889355429493     | 4       | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.4482934474945068   | 1.4589684009552002   | 0.18735444677714747     | 2       | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.4589684009552002   | 1.4696433544158936   | 0.09367722338857373     | 1       | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.4696433544158936   | 1.480318307876587    | 0.0                     | 0       | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.480318307876587    | 1.4909932613372803   | 0.09367722338857373     | 1       | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.4909932613372803   | 1.5016682147979736   | 0.0                     | 0       | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.5016682147979736   | 1.5123430490493774   | 0.0                     | 0       | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.5123430490493774   | 1.5230180025100708   | 0.09367722338857373     | 1       | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.5230180025100708   | 1.5336929559707642   | 0.0                     | 0       | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.5336929559707642   | 1.5443679094314575   | 0.0                     | 0       | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.5443679094314575   | 1.5550428628921509   | 0.0                     | 0       | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.5550428628921509   | 1.5657176971435547   | 0.0                     | 0       | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.5657176971435547   | 1.576392650604248    | 0.0                     | 0       | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.576392650604248    | 1.5870676040649414   | 0.0                     | 0       | 1.3566311597824097  
40                      | 41.0   |             | Hydrogen stoichiometry            | hydrogen_stoichiometry            | 1       | 1.5870676040649414   | 1.5977425575256348   | 0.09367722338857373     | 1       | 1.3566311597824097  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 1.7913613319396973   | 1.805246114730835    | 0.8642555076669471      | 12      | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 1.805246114730835    | 1.8191308975219727   | 1.8005323076394733      | 25      | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 1.8191308975219727   | 1.8330156803131104   | 3.961171076806841       | 55      | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 1.8330156803131104   | 1.846900463104248    | 5.833724676751893       | 81      | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 1.846900463104248    | 1.8607852458953857   | 6.770001476724419       | 94      | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 1.8607852458953857   | 1.8746700286865234   | 8.786597661280629       | 122     | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 1.8746700286865234   | 1.8885548114776611   | 8.354469907447156       | 116     | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 1.8885548114776611   | 1.9024395942687988   | 9.218725415114102       | 128     | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 1.9024395942687988   | 1.9163243770599365   | 8.570533784363892       | 119     | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 1.9163243770599365   | 1.9302091598510742   | 6.337873722890945       | 88      | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 1.9302091598510742   | 1.944093942642212    | 4.609362707557051       | 64      | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 1.944093942642212    | 1.9579787254333496   | 2.4487239383896835      | 34      | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 1.9579787254333496   | 1.9718635082244873   | 1.7285110153338943      | 24      | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 1.9718635082244873   | 1.985748291015625    | 1.0803193845836838      | 15      | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 1.985748291015625    | 1.9996330738067627   | 0.8642555076669471      | 12      | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 1.9996330738067627   | 2.0135178565979004   | 0.2880851692223157      | 4       | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 2.0135178565979004   | 2.027402639389038    | 0.21606387691673679     | 3       | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 2.027402639389038    | 2.041287422180176    | 0.0                     | 0       | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 2.041287422180176    | 2.0551722049713135   | 0.07202129230557892     | 1       | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 2.0551722049713135   | 2.069056987762451    | 0.0                     | 0       | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 2.069056987762451    | 2.082941770553589    | 0.0                     | 0       | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 2.082941770553589    | 2.0968265533447266   | 0.0                     | 0       | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 2.0968265533447266   | 2.1107113361358643   | 0.07202129230557892     | 1       | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 2.1107113361358643   | 2.124596118927002    | 0.07202129230557892     | 1       | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 2.124596118927002    | 2.1384809017181396   | 0.0                     | 0       | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 2.1384809017181396   | 2.1523656845092773   | 0.0                     | 0       | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 2.1523656845092773   | 2.166250467300415    | 0.0                     | 0       | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 2.166250467300415    | 2.1801352500915527   | 0.0                     | 0       | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 2.1801352500915527   | 2.1940200328826904   | 0.0                     | 0       | 1.8896269798278809  
40                      | 41.0   |             | Oxygen stoichiometry              | oxygen_stoichiometry              | 1       | 2.1940200328826904   | 2.207904815673828    | 0.07202129230557892     | 1       | 1.8896269798278809  

======================================================================
