======================================================================
TABLE: Empirical posterior histogram data
======================================================================

valid_time_step_index   | time   | time_unit   | parameter                         | parameter_id                      | unit    | bin_left             | bin_right            | density                 | count   | posterior_mean      
40                      | 41.0   |             | Cathode inlet relative humidity   | cathode_inlet_relative_humidity   | 1       | 0.882837176322937    | 0.9013018608093262   | 2.112140179976638       | 39      | 0.775229275226593   
40                      | 41.0   |             | Cathode inlet relative humidity   | cathode_inlet_relative_humidity   | 1       | 0.9013018608093262   | 0.9197665452957153   | 1.191463691268873       | 22      | 0.775229275226593   
40                      | 41.0   |             | Cathode inlet relative humidity   | cathode_inlet_relative_humidity   | 1       | 0.9197665452957153   | 0.9382312297821045   | 1.08314881024443        | 20      | 0.775229275226593   
40                      | 41.0   |             | Cathode inlet relative humidity   | cathode_inlet_relative_humidity   | 1       | 0.9382312297821045   | 0.9566959142684937   | 1.0289913697322084      | 19      | 0.775229275226593   
40                      | 41.0   |             | Cathode inlet relative humidity   | cathode_inlet_relative_humidity   | 1       | 0.9566959142684937   | 0.9751605987548828   | 0.649889286146658       | 12      | 0.775229275226593   
40                      | 41.0   |             | Cathode inlet relative humidity   | cathode_inlet_relative_humidity   | 1       | 0.9751605987548828   | 0.993625283241272    | 0.21662976204888598     | 4       | 0.775229275226593   
40                      | 41.0   |             | Cathode inlet relative humidity   | cathode_inlet_relative_humidity   | 1       | 0.993625283241272    | 1.0120899677276611   | 0.1624723215366645      | 3       | 0.775229275226593   
40                      | 41.0   |             | Cathode inlet relative humidity   | cathode_inlet_relative_humidity   | 1       | 1.0120899677276611   | 1.0305546522140503   | 0.10831488102444299     | 2       | 0.775229275226593   
40                      | 41.0   |             | Cathode inlet relative humidity   | cathode_inlet_relative_humidity   | 1       | 1.0305546522140503   | 1.0490193367004395   | 0.10831488102444299     | 2       | 0.775229275226593   
40                      | 41.0   |             | Anode inlet temperature           | anode_inlet_temperature           | K       | 338.4938659667969    | 338.95147705078125   | 0.006555785261753918    | 3       | 343.9985046386719   
40                      | 41.0   |             | Anode inlet temperature           | anode_inlet_temperature           | K       | 338.95147705078125   | 339.4090881347656    | 0.008741047015671891    | 4       | 343.9985046386719   
40                      | 41.0   |             | Anode inlet temperature           | anode_inlet_temperature           | K       | 339.4090881347656    | 339.86669921875      | 0.017482094031343782    | 8       | 343.9985046386719   
40                      | 41.0   |             | Anode inlet temperature           | anode_inlet_temperature           | K       | 339.86669921875      | 340.3243408203125    | 0.04370232061883169     | 20      | 343.9985046386719   
40                      | 41.0   |             | Anode inlet temperature           | anode_inlet_temperature           | K       | 340.3243408203125    | 340.7819519042969    | 0.06337259086362121     | 29      | 343.9985046386719   
40                      | 41.0   |             | Anode inlet temperature           | anode_inlet_temperature           | K       | 340.7819519042969    | 341.23956298828125   | 0.07648416138712905     | 35      | 343.9985046386719   
