simulation_step,time_s,cell_voltage_V,concentration_loss_V,ohmic_loss_V,crossover_loss_V,activation_loss_V,anode_limiting_current_density_A_cm2,cathode_limiting_current_density_A_cm2,anode_water_flux_mol_m2_s,cathode_water_flux_mol_m2_s,anode_hydrogen_flux_mol_m2_s,cathode_oxygen_flux_mol_m2_s
53,5.3000000000000007,0.70581469357775262,-0.050705569854764182,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832485523789,8.0522324221340624e-05,-2.4982007306506205e-05,0.00057397325429734759,0.00039736609912893294
54,5.4000000000000004,0.70581469372388994,-0.05070556975522468,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832517785606,8.0522324221340624e-05,-2.4982009646296991e-05,0.00057397325429734759,0.00039736609912893294
55,5.5,0.70581469382849926,-0.05070556968397158,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832540879493,8.0522324221340624e-05,-2.4982011321183244e-05,0.00057397325429734759,0.00039736609912893294
56,5.6000000000000005,0.70581469390338125,-0.050705569632966685,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832557410727,8.0522324221340624e-05,-2.4982012520112652e-05,0.00057397325429734759,0.00039736609912893294
57,5.7000000000000002,0.70581469395698382,-0.050705569596455974,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832569244239,8.0522324221340624e-05,-2.4982013378339082e-05,0.00057397325429734759,0.00039736609912893294
58,5.8000000000000007,0.70581469399535435,-0.050705569570320602,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832577714992,8.0522324221340624e-05,-2.4982013992681063e-05,0.00057397325429734759,0.00039736609912893294
59,5.9000000000000004,0.7058146940228206,-0.050705569551612185,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832583778589,8.0522324221340624e-05,-2.4982014432443836e-05,0.00057397325429734759,0.00039736609912893294
60,6,0.70581469404248198,-0.050705569538220197,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832588119076,8.0522324221340624e-05,-2.4982014747238081e-05,0.00057397325429734759,0.00039736609912893294
61,6.1000000000000005,0.70581469405655595,-0.050705569528633837,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832591226118,8.0522324221340624e-05,-2.4982014972576397e-05,0.00057397325429734759,0.00039736609912893294
62,6.2000000000000002,0.70581469406663067,-0.05070556952177168,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832593450219,8.0522324221340624e-05,-2.4982015133879751e-05,0.00057397325429734759,0.00039736609912893294
63,6.3000000000000007,0.70581469407384223,-0.05070556951685954,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832595042294,8.0522324221340624e-05,-2.4982015249345063e-05,0.00057397325429734759,0.00039736609912893294
64,6.4000000000000004,0.70581469407900455,-0.050705569513343297,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832596181945,8.0522324221340624e-05,-2.4982015331998318e-05,0.00057397325429734759,0.00039736609912893294
65,6.5,0.70581469408269992,-0.050705569510826283,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832596997737,8.0522324221340624e-05,-2.4982015391163783e-05,0.00057397325429734759,0.00039736609912893294
66,6.6000000000000005,0.70581469408534525,-0.05070556950902453,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832597581703,8.0522324221340624e-05,-2.4982015433516016e-05,0.00057397325429734759,0.00039736609912893294
67,6.7000000000000002,0.70581469408723874,-0.050705569507734777,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832597999724,8.0522324221340624e-05,-2.4982015463832921e-05,0.00057397325429734759,0.00039736609912893294
68,6.8000000000000007,0.70581469408859399,-0.050705569506811557,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832598298953,8.0522324221340624e-05,-2.4982015485534566e-05,0.00057397325429734759,0.00039736609912893294
69,6.9000000000000004,0.70581469408956443,-0.050705569506150683,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832598513149,8.0522324221340624e-05,-2.4982015501069215e-05,0.00057397325429734759,0.00039736609912893294
70,7,0.70581469409025888,-0.050705569505677603,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832598666479,8.0522324221340624e-05,-2.4982015512189341e-05,0.00057397325429734759,0.00039736609912893294
71,7.1000000000000005,0.70581469409075603,-0.050705569505338957,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832598776234,8.0522324221340624e-05,-2.4982015520149421e-05,0.00057397325429734759,0.00039736609912893294
72,7.2000000000000002,0.70581469409111197,-0.050705569505096554,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832598854802,8.0522324221340624e-05,-2.4982015525847493e-05,0.00057397325429734759,0.00039736609912893294
73,7.3000000000000007,0.70581469409136677,-0.050705569504923033,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832598911044,8.0522324221340624e-05,-2.4982015529926323e-05,0.00057397325429734759,0.00039736609912893294
74,7.4000000000000004,0.70581469409154918,-0.05070556950479882,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.93638325989513,8.0522324221340624e-05,-2.4982015532846062e-05,0.00057397325429734759,0.00039736609912893294
75,7.5,0.70581469409167952,-0.050705569504709905,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.936383259898012,8.0522324221340624e-05,-2.4982015534936058e-05,0.00057397325429734759,0.00039736609912893294
76,7.6000000000000005,0.705814694091773,-0.050705569504646268,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832599000745,8.0522324221340624e-05,-2.4982015536432156e-05,0.00057397325429734759,0.00039736609912893294
77,7.7000000000000002,0.70581469409183983,-0.050705569504600714,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832599015511,8.0522324221340624e-05,-2.4982015537503083e-05,0.00057397325429734759,0.00039736609912893294
78,7.8000000000000007,0.7058146940918878,-0.050705569504568088,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832599026085,8.0522324221340624e-05,-2.4982015538269722e-05,0.00057397325429734759,0.00039736609912893294
79,7.9000000000000004,0.70581469409192199,-0.050705569504544738,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832599033652,8.0522324221340624e-05,-2.4982015538818478e-05,0.00057397325429734759,0.00039736609912893294
80,8,0.70581469409194675,-0.050705569504528029,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2948664503306864,1.9363832599039068,8.0522324221340624e-05,-2.4982015539211291e-05,0.00057397325429734759,0.00039736609912893294
81,8.0999999999999996,0.70569798231189362,-0.050771712922982784,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2836958168915027,1.9363696561337158,8.0556025064618098e-05,-2.4972149855863396e-05,0.00057226671387667738,0.00039736609912893294
82,8.2000000000000011,0.70558160943023518,-0.050837928389719525,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2727234802693186,1.936334155837504,8.0589351632782906e-05,-2.4946408801021427e-05,0.00057059046730956035,0.00039736609912893294
83,8.3000000000000007,0.70546586145246537,-0.050904014023372489,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2619449760173289,1.9362834275666931,8.0622307766579191e-05,-2.4909636954657151e-05,0.00056894383256135832,0.00039736609912893294
84,8.4000000000000004,0.7053509382118992,-0.050969826812952784,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2513559686145195,1.9362222320147022,8.0654897274593944e-05,-2.4865294671626438e-05,0.00056732614729345906,0.00039736609912893294
85,8.5,0.70523697801703322,-0.051035265792785618,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2409522468413048,1.9361539667484864,8.0687123933354337e-05,-2.4815851658044559e-05,0.00056573676815680971,0.00039736609912893294
86,8.5999999999999996,0.70512407524581777,-0.05110026005104492,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2307297193531661,1.9360810547968417,8.0718991487429534e-05,-2.4763068696238405e-05,0.00056417507011570056,0.00039736609912893294
87,8.7000000000000011,0.70501229291626888,-0.051164760170345214,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2206844104424524,1.9360052221812916,8.0750503649536963e-05,-2.4708199303723127e-05,0.00056264044580029544,0.00039736609912893294
88,8.8000000000000007,0.70490167167327544,-0.051228732111479228,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2108124559791,1.9359276962970695,8.0781664100652316e-05,-2.4652134079078329e-05,0.00056113230488649257,0.00039736609912893294
89,8.9000000000000004,0.70479223621588749,-0.051292152839556085,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.2011100995214958,1.9358493478019114,8.081247649012394e-05,-2.459550402184048e-05,0.00055965007350178232,0.00039736609912893294
90,9,0.70468399989514352,-0.051355007194438626,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.191573688589231,1.9357707921419045,8.084294443579065e-05,-2.4538754485158531e-05,0.00055819319365583335,0.00039736609912893294
91,9.0999999999999996,0.70457696800351843,-0.051417285650618219,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.1821996710899421,1.9356924622168747,8.0873071524103598e-05,-2.4482198106850745e-05,0.00055676112269462054,0.00039736609912893294
92,9.2000000000000011,0.70447114012827772,-0.051478982713299988,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.1729845918928303,1.9356146603988558,8.0902861310251452e-05,-2.4426052692883879e-05,0.00055535333277696166,0.00039736609912893294
93,9.3000000000000007,0.70436651183491383,-0.051540095769784716,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.1639250895419129,1.9355375957740981,8.0932317318289094e-05,-2.4370468329631822e-05,0.00055396931037239811,0.00039736609912893294
94,9.4000000000000004,0.7042630758710704,-0.051600624266788998,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.1550178931023791,1.9354614108071873,8.0961443041269659e-05,-2.4315546786034114e-05,0.00055260855577941371,0.00039736609912893294
95,9.5,0.70416082302720473,-0.051660569121152945,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.1462598191338031,1.9353862004314974,8.0990241941379727e-05,-2.4261355396877553e-05,0.00055127058266303108,0.00039736609912893294
96,9.6000000000000014,0.70405974275151317,-0.051719932297691784,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.137647768784313,1.9353120257163412,8.1018717450077594e-05,-2.4207936995728074e-05,0.00054995491761088643,0.00039736609912893294
97,9.7000000000000011,0.70395982358893572,-0.051778716506763127,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.1291787250000902,1.9352389236503302,8.1046872968234344e-05,-2.4155317020297266e-05,0.00054866109970692543,0.00039736609912893294
98,9.8000000000000007,0.70386105349423,-0.051836924987585395,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.1208497498449144,1.9351669141433381,8.1074711866278127e-05,-2.4103508593953894e-05,0.00054738868012190833,0.00039736609912893294
99,9.9000000000000004,0.70376342005490322,-0.05189456135298201,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.112657981924702,1.9350960050365165,8.1102237484340607e-05,-2.4052516158690268e-05,0.00054613722171995634,0.00039736609912893294
100,10,0.70366691064963416,-0.051951629478126926,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.1046006339122787,1.93502619568576,8.1129453132406477e-05,-2.4002338071356305e-05,0.00054490629868041087,0.00039736609912893294
101,10.100000000000001,0.70357151256053763,-0.052008133420810551,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.0966749901678625,1.9349574795235629,8.1156362090465284e-05,-2.3952968457940853e-05,0.00054369549613431426,0.00039736609912893294
102,10.200000000000001,0.70347721305241051,-0.052064077364284436,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.0888784044509685,1.9348898458893109,8.1182967608665524e-05,-2.3904398536904094e-05,0.00054250440981485552,0.00039736609912893294
103,10.300000000000001,0.7033839994283716,-0.052119465576280583,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.0812082977196384,1.9348232813357344,8.1209272907471281e-05,-2.3856617562595747e-05,0.00054133264572116019,0.00039736609912893294
104,10.4,0.70329185906863212,-0.052174302379615969,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.0736621560131701,1.9347577705603223,8.1235281177820818e-05,-2.3809613496867489e-05,0.0005401798197948325,0.00039736609912893294
105,10.5,0.70320077945721826,-0.052228592131096423,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.0662375284146259,1.9346932970682547,8.126099558128731e-05,-2.37633734862595e-05,0.00053904555760868865,0.00039736609912893294
106,10.600000000000001,0.70311074820010422,-0.052282339206364305,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.0589320250896699,1.9346298436431901,8.1286419250241681e-05,-2.3717884200145996e-05,0.00053792949406714899,0.00039736609912893294
107,10.700000000000001,0.70302175303722003,-0.05233554798900418,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.0517433153983959,1.9345673926805613,8.13115552880171e-05,-2.3673132069479846e-05,0.00053683127311778087,0.00039736609912893294
108,10.800000000000001,0.70293378185011024,-0.052388222862697738,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.0446691260769962,1.934505926422535,8.1336406769075476e-05,-2.362910345450645e-05,0.00053575054747351301,0.00039736609912893294
109,10.9,0.70284682266650378,-0.052440368205562915,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.0377072394862812,1.934445427122667,8.1360976739175536e-05,-2.3585784761748947e-05,0.00053468697834506049,0.00039736609912893294
110,11,0.70276086366270329,-0.05249198838605719,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.0308554919241937,1.9343858771603315,8.1385268215542571e-05,-2.354316252479325e-05,0.00053364023518312704,0.00039736609912893294
111,11.100000000000001,0.70267589316443835,-0.052543087760001508,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.0241117719995989,1.9343272591192899,8.1409284187039657e-05,-2.3501223459267797e-05,0.00053260999542996922,0.00039736609912893294
112,11.200000000000001,0.7025918996466477,-0.052593670668406596,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.0174740190647729,1.9342695558407017,8.1433027614340425e-05,-2.3459954499454417e-05,0.0005315959442799272,0.00039736609912893294
113,11.300000000000001,0.70250887173251664,-0.052643741435874171,0.052238890075007378,-0.038312399041173402,0.34360948106896622,3.0109402217041361,1.9342127504579332,8.1456501430103006e-05,-2.3419342821848794e-05,0.00053059777444854756,0.00039736609912893294
